ds,yhat,yhat_lower,yhat_upper
2018-12-01,42171.18776815667,37890.98938861243,46052.55146866397
2019-01-01,43088.821256870804,39145.68267367908,47687.824671116876
2019-02-01,40830.61139756596,37041.51757400843,45168.48748954652
2019-03-01,45734.28252958081,42044.43626751774,49457.847398217215
2019-04-01,44958.66919013793,41259.053084215084,48742.011796755956
2019-05-01,48582.838198661535,44586.00864647757,52650.42056098712
2019-06-01,49173.926464858,45200.96361464018,53240.997989916395
2019-07-01,50737.453481791264,46518.88536074064,54862.708022022714
2019-08-01,47430.34771676566,43145.26670564108,51518.53989912851
2019-09-01,46780.0856307246,42852.27869434698,50650.98113717647
2019-10-01,48343.033726241134,44734.26466624981,52196.7736882293
2019-11-01,44785.60499743617,41203.56771658658,48857.65763418085
2019-12-01,43481.54906326445,39606.539919443596,47542.593841229005
2020-01-01,44811.01692894581,40942.604908949594,48871.87282079571
2020-02-01,42460.54153690063,38470.015650983376,46391.851703958135
2020-03-01,46210.3012628544,42123.13648295227,50201.16358100864
2020-04-01,45273.887255481524,41505.95593331322,48995.18003791896
2020-05-01,49584.29636251125,45496.358681869,53742.8814292504
2020-06-01,49511.22140929203,45553.27431593832,53590.49771535084
2020-07-01,52964.27393372663,48965.87884636126,56793.840232074836
2020-08-01,50003.37987984123,45830.358206269484,54048.02961946317
2020-09-01,47833.10201234543,43642.39187342756,51900.34982832944
2020-10-01,48253.74147362805,44021.08256500515,52460.279005865894
2020-11-01,46327.6785701156,42131.02709054012,50173.435242537256
2020-12-01,45536.98994752883,41148.79952859607,49652.78954232772
2021-01-01,45195.26117149542,41413.82235853431,49298.41288546396
2021-02-01,42624.15226350238,38403.55940295376,46573.90204981056
2021-03-01,50149.138565798814,45852.5166765133,53961.24637948614
2021-04-01,46828.760084049274,42462.03005102592,50673.96033888327
2021-05-01,51049.478542753175,47000.21358594499,55085.035000387885
2021-06-01,51192.317169531525,47180.464489407896,55299.072378130266
2021-07-01,54105.83977005596,49953.436947958966,58060.96830675711
2021-08-01,50885.7855531494,46990.08010718254,54928.24834895536
2021-09-01,49151.41490479061,45138.976041925096,53241.865400716015
2021-10-01,49992.36190312227,45797.7560511018,54267.092889341744
2021-11-01,47420.09160033875,43570.04666345114,51676.76922126324
2021-12-01,46340.41262491605,42355.15787209121,50279.011900960046
2022-01-01,46502.589980343124,42538.04071264359,50538.89255287004
2022-02-01,43876.09938423921,39948.27011862196,47809.2363793539
2022-03-01,50271.69993764978,46216.524128499805,54441.21924981995
2022-04-01,48051.15231531553,43843.34070853835,52203.480214112235
2022-05-01,52047.67675754815,48152.91162325088,55994.009953741726
2022-06-01,52325.723285105014,48448.34284296953,56561.74261837135
2022-07-01,54556.96108172222,50305.990743190596,58563.193009320996
2022-08-01,51068.19106813204,47119.62898665089,54861.95033163742
2022-09-01,49762.03927542952,46132.22663088424,53593.70055449038
2022-10-01,50951.72162784924,47042.12357118354,55023.38560726573
2022-11-01,47690.513290395545,43549.914294104514,51931.7359251268
2022-12-01,46406.45944584418,42381.60352648325,50580.82493061202
2023-01-01,47150.03692238794,43365.724653719924,50956.59161986303
2023-02-01,44549.712430688334,40533.57065955281,48618.420361000106
2023-03-01,49770.1260252003,45675.66710472085,53521.94127985176
2023-04-01,48785.614239807335,44692.754868358345,53039.56838259239
2023-05-01,52572.403305652035,48821.79958280686,56503.828314818566
2023-06-01,53060.50159355883,48959.301220802765,57320.0233857841
2023-07-01,54656.88074870188,50950.18415897576,58860.81409827899
2023-08-01,51007.066203964896,46995.06480814633,55011.23778106771
2023-09-01,50222.12607883271,45997.86267070021,54235.625950785354
2023-10-01,51814.816955892216,47811.332160643826,56062.27415312012
2023-11-01,47920.664144849405,44231.090586473176,51809.24561328046
2023-12-01,46449.52543074257,42630.23653960493,50376.05032331554
2024-01-01,47789.38714609655,43578.1962469292,51640.04064231261
2024-02-01,45206.897552603485,41369.64167853084,49082.97864611911
2024-03-01,52801.0956522504,48632.97501107307,56925.195298113875
2024-04-01,48046.849994565964,43619.33749317121,52137.69619367469
2024-05-01,52536.75180693075,48564.417120419246,56709.22797475018
2024-06-01,52372.513194989064,48492.226376401406,56056.11635606537
2024-07-01,55935.64985849188,51900.21706478911,59905.92751644398
2024-08-01,52721.74927744688,48487.39811211371,56916.73869020804
2024-09-01,50350.73782047249,46408.628341350974,54438.439957945906
2024-10-01,50713.09098928269,46930.656520507815,54789.48668367654
2024-11-01,48609.42536787923,44731.691471016566,52678.48037389146
2024-12-01,47704.564293045914,43866.16896303457,51874.88976254321
2025-01-01,47269.75524597661,43079.763472741615,50965.24594512442
2025-02-01,44508.50997088264,40420.55385816472,48545.37480823136
2025-03-01,52289.84947088441,48324.895343533055,56289.82254447397
2025-04-01,48749.16904038107,44399.513855264646,52833.98092618595
2025-05-01,53060.453675351935,48967.516686513605,56670.4257740621
2025-06-01,53123.7800509076,49397.08097976043,57425.382663768585
2025-07-01,56060.52500770519,51937.31887776075,59693.824566634925
2025-08-01,52649.25134480264,48626.56977759584,56634.15106389637
2025-09-01,50782.73298242408,46529.33861601195,54951.29634792039
2025-10-01,51580.961817375544,47570.8163240433,55434.826333458324
2025-11-01,48858.000072716524,44833.533372818165,52814.34360537421
2025-12-01,47738.83118802149,43923.73306374857,51861.90529691779
2026-01-01,47898.912504798005,43758.40048065616,51933.53655913681
2026-02-01,45186.97158151079,41263.18016489324,49269.262597930974
2026-03-01,51766.84622353178,47927.7648691577,56087.6313011271
2026-04-01,49473.0653953425,45418.38623755235,53381.805555331
2026-05-01,53586.91615247798,49666.933330830645,57430.73577364026
2026-06-01,53872.21285296889,49960.210701927914,57709.22645628965
2026-07-01,56168.414775837715,52275.18950072675,60157.91845946087
2026-08-01,52575.64969934881,48699.57012735901,56715.96064045877
2026-09-01,51230.020622879965,47359.75774539191,55024.18537676621
2026-10-01,52453.88802168584,48152.90795115702,56723.746793507344
2026-11-01,49095.652590438374,45076.83045506692,52940.179750343035
2026-12-01,47772.93842033535,43821.990656020476,51840.69519984718
2027-01-01,48537.543640263364,44413.88860104689,52889.73590801228
2027-02-01,45859.87947394457,42087.61082142417,50144.30699191697
2027-03-01,51232.99565776302,47190.467400033296,55353.42851328486
2027-04-01,50218.652228490086,45898.70096083639,54125.20448417376
2027-05-01,54115.74361705311,50022.05032135641,58015.36627984788
2027-06-01,54617.20040491003,50607.77628502458,58811.037403999675
2027-07-01,56259.4483165744,52338.248697088886,60231.98985862762
2027-08-01,52501.689497431384,48220.14867019063,56801.09622369898
2027-09-01,51692.834430843235,47532.62562360922,55915.8387357791
2027-10-01,53331.25392481568,49440.036384396924,57929.14293155229
2027-11-01,49322.262620449124,45348.68490076842,53620.82059233473
2027-12-01,47807.280141961615,43208.81972131956,52039.410992232246
2028-01-01,49185.44115516383,45056.67461191845,53464.7716316107
