ds,yhat,yhat_lower,yhat_upper
2019-02-01,32048.24669603275,20084.674744149474,44771.19816534618
2019-03-01,37700.640087411615,24866.001152106397,50271.856160751035
2019-04-01,40225.17427589018,27567.356465529785,53769.8754231533
2019-05-01,40812.257347941915,27920.85631574044,53880.20381842811
2019-06-01,40972.497783652194,28520.388527764633,53573.61916285422
2019-07-01,44264.941322239196,31777.626307601367,56934.79488808991
2019-08-01,42942.420368303996,30055.02915732514,55202.89253554025
2019-09-01,36666.343178048366,25233.290041288317,48952.34822898499
2019-10-01,37051.47793737265,24030.618231362867,48944.36986273433
2019-11-01,31349.377413432085,18846.780591587456,44451.43159841385
2019-12-01,28914.242362488087,16338.485172560226,40969.51931508772
2020-01-01,30017.520479751405,17961.874595267647,42581.718319529195
2020-02-01,29789.57389405052,17419.727146261215,42434.17761444975
2020-03-01,35117.291586953404,22364.4083258297,48575.05896561116
2020-04-01,37481.03558675181,25672.034194712407,49690.154123275504
2020-05-01,37979.40220832464,25818.917694559732,51079.86118091829
2020-06-01,37975.63368655363,25934.09057991611,49931.30525611134
2020-07-01,40872.83660313688,28568.823211263243,53290.529011556806
2020-08-01,39746.836775844844,27313.611007599586,52732.71624902153
2020-09-01,33888.51286024163,21543.531252742265,46195.55015425934
2020-10-01,34222.107252702684,21880.688600859736,45907.66763495403
2020-11-01,28987.131552881394,16191.615458109292,41288.92228362846
2020-12-01,26724.338109319924,13833.531247510266,39300.14995649272
2021-01-01,27716.263733605552,15461.772636227228,39967.54258584747
2021-02-01,27452.054657755685,15656.78017533064,39455.515822663976
2021-03-01,32377.743746904373,18927.347460716206,45116.55593112162
2021-04-01,34529.0469286713,21364.267776622084,47168.11073026324
2021-05-01,34977.098246230424,22668.992965581267,47314.695069910886
2021-06-01,34994.113817840866,23477.681097251876,46761.69855146937
2021-07-01,37687.32044238551,26118.6034960135,49560.52624575571
2021-08-01,36593.15999828227,23648.33721046605,48528.919494338545
2021-09-01,31189.212834745635,19228.23156246468,43109.56731670019
2021-10-01,31481.69297058274,18510.006707568336,43679.60609098953
2021-11-01,26634.095507334794,13302.253813290801,38581.938326745316
2021-12-01,24538.951520423958,12026.8442383289,35962.27566470871
2022-01-01,25438.629655644516,12989.75802978151,38518.08121419446
2022-02-01,25191.9318357205,11822.8513650208,37920.56352535317
2022-03-01,29644.111411837013,16621.11742576944,42309.09164646551
2022-04-01,31584.291353979563,19255.05512147284,43960.490955050365
2022-05-01,31982.45428172624,20186.052120313525,43729.59618299312
2022-06-01,32014.3329705493,19324.563601600126,44905.04191966532
2022-07-01,34493.46290072466,21992.995703456887,47002.62730951593
2022-08-01,33436.66524617761,20696.69482153122,45618.911506217235
2022-09-01,28487.94602010667,15874.006135788179,41502.23702487855
2022-10-01,28736.862439163524,16578.22380888289,41911.06331002106
2022-11-01,24281.33770578628,12188.81240131348,37930.79747548083
2022-12-01,22354.759398115322,9320.54876099556,34053.35391801363
2023-01-01,23160.769927925405,10945.584112579001,35168.60942667815
2023-02-01,22929.672173488616,10509.624496890669,34770.3926118913
2023-03-01,26914.996589592316,14885.124996368233,40355.71152664226
2023-04-01,28647.01298331269,16219.491304804254,41093.64046288643
2023-05-01,28995.27131748403,16926.198362849937,42035.90628023902
2023-06-01,29035.779732008672,16390.252399439094,40406.52496558438
2023-07-01,31291.408876073983,17694.98726019685,43688.469151859514
2023-08-01,30277.74354913354,17967.81711597114,43671.30689937046
2023-09-01,25784.525571192033,13114.467748788684,38697.23607496945
2023-10-01,25987.93866174755,13504.880057486818,38336.73043760318
2023-11-01,21928.793690332477,8739.764979361797,33760.39491950921
2023-12-01,20171.476986505757,6443.422123821065,32929.63979940313
2024-01-01,20882.55037696041,7943.327785818824,33635.535089700534
2024-02-01,20665.054000627188,8100.664426845751,33355.05708399356
2024-03-01,24293.823581359895,11564.236967622423,36814.043858401776
2024-04-01,25854.37588521993,13392.454438612713,38390.09522830424
2024-05-01,26122.62530422482,13569.601046026075,38428.43996507977
2024-06-01,26040.976351250934,13340.978268053119,38686.76941893482
2024-07-01,27944.240143705698,15156.15067526763,39332.63204395024
2024-08-01,27089.456680014824,15096.19258013266,39039.07482315444
2024-09-01,23023.299968707863,9665.537886568309,34660.706601319696
2024-10-01,23177.224562426934,10792.626751824979,36823.696467329224
2024-11-01,19567.28358455221,7176.215839763806,31522.978967643
2024-12-01,17981.482774077373,5742.031594440691,28862.795134820095
2025-01-01,18585.518655184314,6178.425378291025,30620.474362704903
2025-02-01,18344.688315238065,6231.532546299627,30666.949623046195
